impacto_presupuestario_anio,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,proyecto_id,proyecto_desc,actividad_id,actividad_desc,obra_id,obra_desc,finalidad_id,finalidad_desc,funcion_id,funcion_desc,inciso_id,inciso_desc,principal_id,principal_desc,parcial_id,parcial_desc,subparcial_id,subparcial_desc,clasificador_economico_8_digitos_id,clasificador_economico_8_digitos_desc,fuente_financiamiento_id,fuente_financiamiento_desc,ubicacion_geografica_id,ubicacion_geografica_desc,unidad_ejecutora_id,unidad_ejecutora_desc,credito_presupuestado,credito_vigente,credito_comprometido,credito_devengado,credito_pagado,ultima_actualizacion_fecha
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,18,Provincia de Corrientes,127,Gerencia de Asignaciones Familiares,47.996986,47.996986,4.70102726,4.70102726,4.70102726,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,22,Provincia del Chaco,127,Gerencia de Asignaciones Familiares,42.403888,42.403888,3.60453503,3.60453503,3.60453503,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,26,Provincia del Chubut,127,Gerencia de Asignaciones Familiares,59.433022,59.433022,4.57287595,4.57287595,4.57287595,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,30,Provincia de Entre Ríos,127,Gerencia de Asignaciones Familiares,136.391764,136.391764,5.82313766,5.82313766,5.82313766,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,34,Provincia de Formosa,127,Gerencia de Asignaciones Familiares,42.430911,42.430911,2.4357618,2.4357618,2.4357618,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,38,Provincia de Jujuy,127,Gerencia de Asignaciones Familiares,32.575793,32.575793,2.21919172,2.21919172,2.21919172,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,42,Provincia de La Pampa,127,Gerencia de Asignaciones Familiares,27.700264,27.700264,1.32222064,1.32222064,1.32222064,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,46,Provincia de La Rioja,127,Gerencia de Asignaciones Familiares,20.841505,20.841505,2.2090335,2.2090335,2.2090335,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,50,Provincia de Mendoza,127,Gerencia de Asignaciones Familiares,230.624889,230.624889,9.49842891,9.49842891,9.49842891,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,54,Provincia de Misiones,127,Gerencia de Asignaciones Familiares,58.707747,58.707747,6.38781615,6.38781615,6.38781615,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,58,Provincia del Neuquén,127,Gerencia de Asignaciones Familiares,55.489675,55.489675,3.49338968,3.49338968,3.49338968,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,62,Provincia de Río Negro,127,Gerencia de Asignaciones Familiares,62.247177,62.247177,3.75804113,3.75804113,3.75804113,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,66,Provincia de Salta,127,Gerencia de Asignaciones Familiares,62.350634,62.350634,6.65661899,6.65661899,6.65661899,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,70,Provincia de San Juan,127,Gerencia de Asignaciones Familiares,47.313534,47.313534,4.74999179,4.74999179,4.74999179,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,74,Provincia de San Luis,127,Gerencia de Asignaciones Familiares,41.368253,41.368253,3.23064588,3.23064588,3.23064588,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,78,Provincia de Santa Cruz,127,Gerencia de Asignaciones Familiares,27.953394,27.953394,1.37225009,1.37225009,1.37225009,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,82,Provincia de Santa Fe,127,Gerencia de Asignaciones Familiares,380.714899,380.714899,18.12469167,18.12469167,18.12469167,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,86,Provincia de Santiago del Estero,127,Gerencia de Asignaciones Familiares,28.290169,28.290169,3.19239853,3.19239853,3.19239853,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,90,Provincia de Tucumán,127,Gerencia de Asignaciones Familiares,34.758387,34.758387,6.69300126,6.69300126,6.69300126,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,1,Asignaciones Familiares Activos,0,Asignaciones Familiares Activos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,94,"Prov. de Tierra del Fuego, Antártida e Islas del Atlántico S",127,Gerencia de Asignaciones Familiares,62.785855,62.785855,2.29129005,2.29129005,2.29129005,2011-08-12 00:00:00
2009,2009,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,ADMINISTRACION NACIONAL DE LA SEG. SOCIAL,19,Asignaciones Familiares,2,Asignaciones Familiares Pasivos,0,Asignaciones Familiares Pasivos,1,Asignaciones Familiares Pasivos,0,Asignaciones Familiares Pasivos,3,SERVICIOS SOCIALES,3,Seguridad Social,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,4,Ayudas Sociales a Personas,0,Ayudas Sociales a Personas,21711000,A Unidades Familiares,1.2,Recursos Propios,2,Capital Federal - Ciudad de Buenos Aires,127,Gerencia de Asignaciones Familiares,107.647975,322.647975,429.75582598,429.75582598,405.72774943,2011-08-12 00:00:00
