impacto_presupuestario_mes,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,finalidad_id,finalidad_desc,funcion_id,funcion_desc,fuente_financiamiento_id,fuente_financiamiento_desc,ubicacion_geografica_id,ubicacion_geografica_desc,unidad_ejecutora_id,unidad_ejecutora_desc,credito_presupuestado,credito_vigente,credito_comprometido,credito_devengado,credito_pagado,ultima_actualizacion_fecha
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,50,Provincia de Mendoza,376,Subdirección de Prestaciones,441.74009,441.74009,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,54,Provincia de Misiones,376,Subdirección de Prestaciones,393.059714,393.059714,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,58,Provincia del Neuquén,376,Subdirección de Prestaciones,112.276376,112.276376,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,62,Provincia de Río Negro,376,Subdirección de Prestaciones,141.526841,141.526841,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,66,Provincia de Salta,376,Subdirección de Prestaciones,446.637167,446.637167,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,70,Provincia de San Juan,376,Subdirección de Prestaciones,205.492432,205.492432,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,74,Provincia de San Luis,376,Subdirección de Prestaciones,68.493077,68.493077,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,78,Provincia de Santa Cruz,376,Subdirección de Prestaciones,32.827574,32.827574,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,82,Provincia de Santa Fe,376,Subdirección de Prestaciones,795.161201,795.161201,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,86,Provincia de Santiago del Estero,376,Subdirección de Prestaciones,378.328885,378.328885,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,90,Provincia de Tucumán,376,Subdirección de Prestaciones,487.028151,487.028151,0,0,0,2012-07-16 00:00:00
1,2011,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,94,"Provincia de Tierra del Fuego, Antártida e Islas del Atlánti",376,Subdirección de Prestaciones,18.862326,18.862326,0,0,0,2012-07-16 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,2,Ciudad Autónoma de Buenos Aires,376,Subdirección de Prestaciones,397.053131,397.053131,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,6,Provincia de Buenos Aires,376,Subdirección de Prestaciones,4037.025973,4037.025973,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,10,Provincia de Catamarca,376,Subdirección de Prestaciones,121.557344,121.557344,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,14,Provincia de Córdoba,376,Subdirección de Prestaciones,941.34281,941.34281,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,18,Provincia de Corrientes,376,Subdirección de Prestaciones,428.0437,428.0437,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,22,Provincia del Chaco,376,Subdirección de Prestaciones,539.798952,539.798952,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,26,Provincia del Chubut,376,Subdirección de Prestaciones,93.382027,93.382027,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,30,Provincia de Entre Ríos,376,Subdirección de Prestaciones,350.458999,350.458999,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,34,Provincia de Formosa,376,Subdirección de Prestaciones,262.0692,262.0692,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,38,Provincia de Jujuy,376,Subdirección de Prestaciones,254.934188,254.934188,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,42,Provincia de La Pampa,376,Subdirección de Prestaciones,81.927257,81.927257,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,46,Provincia de La Rioja,376,Subdirección de Prestaciones,97.01792,97.01792,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,50,Provincia de Mendoza,376,Subdirección de Prestaciones,540.984322,540.984322,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,54,Provincia de Misiones,376,Subdirección de Prestaciones,464.573591,464.573591,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,58,Provincia del Neuquén,376,Subdirección de Prestaciones,143.030765,143.030765,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,62,Provincia de Río Negro,376,Subdirección de Prestaciones,162.874304,162.874304,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,66,Provincia de Salta,376,Subdirección de Prestaciones,499.416611,499.416611,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,70,Provincia de San Juan,376,Subdirección de Prestaciones,247.582619,247.582619,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,74,Provincia de San Luis,376,Subdirección de Prestaciones,93.108481,93.108481,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,78,Provincia de Santa Cruz,376,Subdirección de Prestaciones,34.592268,34.592268,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,82,Provincia de Santa Fe,376,Subdirección de Prestaciones,872.306444,872.306444,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,86,Provincia de Santiago del Estero,376,Subdirección de Prestaciones,458.05406,458.05406,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,90,Provincia de Tucumán,376,Subdirección de Prestaciones,554.946604,554.946604,0,0,0,2013-10-10 00:00:00
1,2012,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,94,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur",376,Subdirección de Prestaciones,15.589715,15.589715,0,0,0,2013-10-10 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,2,Ciudad Autónoma de Buenos Aires,1580,Subdirección Ejecutiva de Prestaciones,356.713858,356.713858,0,0,0,2014-07-15 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,6,Provincia de Buenos Aires,1580,Subdirección Ejecutiva de Prestaciones,4977.837856,4977.837856,0,0,0,2014-07-15 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,10,Provincia de Catamarca,1580,Subdirección Ejecutiva de Prestaciones,152.369498,152.369498,0,0,0,2014-07-15 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,14,Provincia de Córdoba,1580,Subdirección Ejecutiva de Prestaciones,1135.180157,1135.180157,0,0,0,2014-07-15 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,18,Provincia de Corrientes,1580,Subdirección Ejecutiva de Prestaciones,507.987611,507.987611,0,0,0,2014-07-15 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,22,Provincia del Chaco,1580,Subdirección Ejecutiva de Prestaciones,639.026597,639.026597,0,0,0,2014-07-15 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,26,Provincia del Chubut,1580,Subdirección Ejecutiva de Prestaciones,114.846303,114.846303,0,0,0,2014-07-15 00:00:00
1,2013,1,Sector Público Nacional no Financiero,1,Administración Nacional,3,Instituciones de Seguridad Social,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",850,Administración Nacional de la Seguridad Social,850,Administración Nacional de la Seguridad Social,3,SERVICIOS SOCIALES,3,Seguridad Social,1.2,Recursos Propios,30,Provincia de Entre Ríos,1580,Subdirección Ejecutiva de Prestaciones,410.892385,410.892385,0,0,0,2014-07-15 00:00:00
